2001,468.2
2002,477.5
2003,476.4
2004,484.2
2005,491.0
2006,490.5
2007,481.6
2008,485.6
2009,463.8
2010,449.8
2011,445.3
2012,433.2
2013,422.8
2014,426.9
2015,398.8
2016,398.6
